id,title,title_jp,slug,summary,summary_jp,description,description_jp,meta_title,meta_description,meta_keyword,photo,stock,size,condition,status,price,price_jp,price_hk,discount,is_featured,extra_description,extra_description_jp,cat_id,child_cat_id,brand_id,duration,skill_level,skill_level_jp,lectures,language,language_jp,created_at,updated_at
11,Manga Drawing Fundamentals,マンガの描き方の基礎,manga-drawing-fundamentals,"Learn the foundations of manga creation through character drawing, expressions, storytelling, and page composition. This course introduces the essential techniques used by manga artists while helping you create engaging comics that connect with readers through strong visual storytelling.",キャラクターの描画、表現、ストーリーテリング、ページ構成を通じて、マンガ制作の基礎を学びます。 このコースでは、漫画家が使用する本質的なテクニックを紹介しながら、強力な視覚的なストーリーテリングを通じて読者とつながる魅力的な漫画を作,"Learn the foundations of manga creation through character drawing, storytelling, expressions, and page composition. This course introduces the techniques that make manga engaging while helping you develop your own artistic voice. Through practical exercises and creative projects, you'll gain confidence in designing characters, arranging panels, and building stories that connect with readers through expressive visuals and meaningful narratives.",キャラクターの描画、ストーリーテリング、表現、ページ構成を通じて、マンガ制作の基礎を学びます。 このコースでは、あなた自身の芸術的な声を開発するのを助けながら、マンガを魅力的にする技術を紹介します。 実践的な演習や創造的なプロジェクトを通じて、キャラクターのデザイン、パネルの配置、表現力豊かなビジュアルや意味のある物語を通じて読者とつながるストーリーの構築に自信を得ることができます。,Manga Drawing Fundamentals | Online Art Course,"Learn manga drawing fundamentals including character creation, expressions, panel composition, and storytelling techniques for engaging comic and graphic narratives.","manga drawing, manga art course, comic drawing, manga illustration, online manga classes",storage/photos/products/16.webp,10000,,,active,0,0,0,0,0,,,3,0,0,10 Hours,,,,,,NULL,NULL
12,Webtoon Creation & Publishing,Webtoonの作成及び出版,webtoon-creation-publishing,"Turn your ideas into engaging webtoons by learning storytelling, vertical layouts, panel flow, dialogue, and digital publishing techniques. You'll create comics designed for modern readers while building practical skills that help transform your stories into polished, shareable digital experiences.",ストーリーテリング、縦型レイアウト、パネルフロー、対話、デジタルパブリッシングのテクニックを学ぶことで、アイデアを魅力的なウェブトゥーンに変えましょう。 現代の読者向けにデザインされたコミックを作成し、ストーリーを洗練された共有可能なデジタル体験に変えるのに役立つ実践的なスキルを構築します。,"Turn your creative ideas into engaging webtoons by learning how to structure stories for modern digital readers. You'll explore vertical layouts, pacing, dialogue placement, character development, and digital publishing workflows while creating episodes that are enjoyable to read. This course provides practical guidance for anyone interested in producing original webtoons with a professional and polished presentation.",現代のデジタル読者のための物語を構造化する方法を学ぶことによって、魅力的なwebtoonにあなたの創造的なアイデアを回します。 縦方向のレイアウト、ペーシング、対話の配置、キャラクターの開発、デジタルパブリッシングのワークフローを探索しながら、読みやすいエピソードを作成します。 このコースでは、プロと洗練されたプレゼンテーションでオリジナルのwebtoonの生産に興味のある人のための実用的なガイ,Webtoon Creation & Publishing | Online Art Course,"Create compelling webtoons from concept to publication by mastering storytelling, vertical layouts, pacing, dialogue, and digital comic production techniques.","webtoon creation, webtoon course, digital comics, webtoon publishing, comic art",storage/photos/products/23.webp,10000,,,active,0,0,0,0,0,,,3,0,0,14 Hours,,,,,,NULL,NULL
13,Comic Layout & Panel Design,コミックレイアウト＆パネルデザイン,comic-layout-panel-design,"Discover how strong comic layouts and panel composition guide readers through every scene. Learn pacing, transitions, visual balance, and storytelling techniques that make your manga and webtoon pages more engaging, dynamic, and enjoyable to read.",どのように強力な漫画のレイアウトとパネル構成ガイド読者のすべてのシーンを発見します。 ペーシング、トランジション、ビジュアルバランス、ストーリーテリングのテクニックを学び、マンガやウェブトゥーンのページをより魅力的でダイナミックで楽しく読むことができます。,"Great comics rely on thoughtful layouts that naturally guide readers through every scene. In this course, you'll discover how panel placement, pacing, composition, and visual flow work together to strengthen storytelling. Through hands-on exercises, you'll learn techniques that make your manga and webtoon pages more engaging, dynamic, and easier to follow while improving the overall reading experience.",偉大な漫画は、すべてのシーンを通して読者を自然に導く思慮深いレイアウトに依存しています。 このコースでは、パネルの配置、ペーシング、構成、視覚的な流れがどのように連携してストーリーテリングを強化するかを学びます。 実践的な演習を通じて、あなたは全体的な読書体験を向上させながら、あなたの漫画やwebtoonページをより魅力的でダイナミックで、フォローしやすくするテク,Comic Layout & Panel Design | Online Art Course,"Design effective comic layouts and dynamic panel compositions that improve storytelling, readability, pacing, and visual engagement across manga and webtoon projects.","comic layout, panel design, sequential art, comic storytelling, manga course",storage/photos/products/24.webp,10000,,,active,0,0,0,0,0,,,3,0,0,12 Hours,,,,,,NULL,NULL
14,Storyboarding & Visual Narrative,ストーリーボード＆ビジュアルナラティブ,storyboarding-visual-narrative,"Bring your stories to life by learning the fundamentals of storyboarding and visual narrative. Explore scene planning, camera angles, composition, and pacing while developing the skills needed to communicate ideas clearly for comics, animation, and creative projects.",ストーリーボードと視覚的な物語の基礎を学ぶことによって、あなたの物語を生き生きとさせてください。 漫画、アニメーション、クリエイティブプロジェクトのアイデアを明確に伝えるために必要なスキルを開発しながら、シーンプランニング、カメラアングル、コンポジション、ペーシングを探索します。,"Bring your ideas to life by learning the fundamentals of storyboarding and visual storytelling. This course teaches you how to organize scenes, plan camera angles, create visual sequences, and communicate emotion through images. Whether you're interested in animation, comics, or illustration, you'll develop practical storytelling skills that make every project more engaging and visually compelling.",ストーリーボードとビジュアルストーリーテリングの基礎を学ぶことで、アイデアに命を吹き込みましょう。 このコースでは、シーンを整理し、カメラアングルを計画し、ビジュアルシーケンスを作成し、画像を介して感情を伝える方法を教えます。 アニメーション、コミック、イラストに興味があるかどうかにかかわらず、すべてのプロジェクトをより魅力的で視覚的に魅力的にする実践的なストーリーテリングスキルを開発します。,Storyboarding & Visual Narrative | Online Art Course,"Develop storyboarding and visual narrative skills to communicate action, emotion, and storytelling through sequential illustrations for comics and animation.","storyboarding, visual storytelling, narrative art, storyboard design, illustration course",storage/photos/products/25.webp,10000,,,active,0,0,0,0,0,,,3,0,0,10 Hours,,,,,,NULL,NULL
15,Professional Manga Production,プロの漫画制作,professional-manga-production,"Experience the complete manga creation process from early planning and sketching to inking, finishing, and preparing pages for publication. Build efficient workflows that improve consistency while creating polished manga artwork from start to finish.",初期の計画やスケッチから、インク、仕上げ、出版のためのページの準備に至るまで、完全な漫画作成プロセスを体験してください。 最初から最後まで洗練されたマンガのアートワークを作成しながら、一貫性を向上させる効率的なワークフローを構築します。,"Experience the complete process of creating manga from the first concept to finished pages ready for publication. Learn planning, sketching, inking, refining artwork, and organizing an efficient creative workflow. By following professional production techniques, you'll gain the confidence to complete polished manga projects while improving both speed and artistic consistency.",最初のコンセプトから出版の準備ができて完成したページに漫画を作成する完全なプロセスを体験してください。 計画、スケッチ、インク、アートワークの精製、効率的な創造的なワークフローの整理を学びます。 専門の生産の技術に続くことによって、速度および功妙な一貫性を両方改善している間磨かれた漫画のプロジェクトを完了するために信任を得,Professional Manga Production | Online Art Course,"Master the complete manga production workflow from planning and sketching to inking, finishing, and preparing professional-quality pages for publication.","manga production, comic production, manga workflow, professional manga, online art training",storage/photos/products/26.webp,10000,,,active,0,0,0,0,0,,,3,0,0,18 Hours,,,,,,NULL,NULL
16,Perspective & Background Drawing,パースペクティブ&背景描画,perspective-background-drawing,"Learn how to draw realistic backgrounds using perspective, composition, and environmental design principles. From interiors to outdoor scenes, you'll create believable spaces that support your characters and strengthen the storytelling in every illustration.",遠近法、構図、環境設計の原則を使用して、現実的な背景を描く方法を学びます。 インテリアから屋外のシーンまで、キャラクターをサポートし、すべてのイラストのストーリーテリングを強化する信じられないほどのスペースを作成します。,"Learn how to create believable environments through perspective drawing, composition, and background illustration techniques. This course covers everything from simple interiors to detailed outdoor scenes while helping you understand depth, scale, and spatial relationships. As your skills grow, you'll create backgrounds that naturally support your characters and enrich the storytelling within every illustration.",遠近法、構図、背景イラストのテクニックを通じて、信じられない環境を作成する方法を学びます。 このコースでは、シンプルなインテリアから詳細な屋外シーンまで、深さ、スケール、空間的な関係を理解するのに役立ちます。 としてのスキルの成長だけを背景と自然を支え文字を豊かに語り内イラストです。,Perspective & Background Drawing | Online Art Course,"Learn perspective drawing and background illustration techniques to create believable environments, interiors, landscapes, and immersive visual scenes with confidence.","perspective drawing, background art, environment drawing, landscape illustration, art fundamentals",storage/photos/products/27.webp,10000,,,active,0,0,0,0,0,,,4,0,0,10 Hours,,,,,,NULL,NULL
17,Fantasy Environment Design,ファンタジー環境デザイン,fantasy-environment-design,"Create breathtaking fantasy worlds filled with magical forests, castles, villages, and imaginative landscapes. Learn environment design, lighting, and composition techniques that help you build immersive settings for illustrations, comics, games, and visual storytelling.",魔法の森、城、村、想像力豊かな風景で満たされた息をのむようなファンタジーの世界を作成します。 イラスト、コミック、ゲーム、ビジュアルストーリーテリングの没入感のある設定を構築するのに役立つ環境デザイン、照明、コンポジションのテクニックを学びます。,"Create breathtaking fantasy worlds filled with magical forests, castles, villages, ancient ruins, and imaginative landscapes. This course explores environment design, composition, lighting, color, and atmosphere while teaching you how to build immersive settings that enhance storytelling. Through creative projects and practical techniques, you'll develop the confidence to design memorable worlds for illustrations, games, comics, and animation.",魔法の森、城、村、古代遺跡、想像力豊かな風景で満たされた息をのむようなファンタジーの世界を作成します。 このコースでは、ストーリーテリングを強化する没入型の設定を構築する方法を教えながら、環境デザイン、構成、照明、色、雰囲気を探ります。 創造的なプロジェクトと実践的なテクニックを通じて、イラスト、ゲーム、漫画、アニメーションのための思い出に残る世界をデザインする自信を育,Fantasy Environment Design | Online Art Course,"Design imaginative fantasy environments featuring castles, forests, cities, and magical worlds while mastering composition, lighting, and environmental storytelling.","fantasy environment, world design, environment concept art, digital landscapes, illustration course",storage/photos/products/28.webp,10000,,,active,0,0,0,0,0,,,4,0,0,14 Hours,,,,,,NULL,NULL
18,Architecture & Cityscape Illustration,建築-街並みイラスト,architecture-cityscape-illustration,"Explore architectural drawing and cityscape illustration through structured lessons focused on buildings, streets, and urban environments. Develop perspective skills and visual accuracy while creating detailed locations that add depth and realism to your artwork.",建物、通り、都市環境に焦点を当てた構造化されたレッスンを通じて、建築の描画と都市景観のイラストを探索します。 あなたのアートワークに深さとリアリズムを追加する詳細な場所を作成しながら、遠近法のスキルと視覚的な精度を開発します。,"Explore the art of architectural illustration by learning how to draw buildings, cityscapes, streets, and urban environments with accuracy and creativity. You'll strengthen your understanding of perspective, structure, composition, and environmental details while producing visually rich locations that add realism and depth to illustrations, concept art, comics, and digital entertainment projects.",正確さと創造性を持つ建物、街並み、通り、都市環境を描く方法を学ぶことによって、建築イラストの芸術を探ります。 イラスト、コンセプトアート、コミック、デジタルエンターテインメントプロジェクトにリアリズムと深みを加える視覚的に豊かな場所を制作しながら、遠近法、構造、構成、環境の詳細についての理解を強化します。,Architecture & Cityscape Illustration | Online Art Course,"Create detailed architectural illustrations and dynamic cityscapes using perspective, structure, composition, and professional environment art techniques.","architecture drawing, cityscape illustration, perspective art, urban environments, digital art",storage/photos/products/34.webp,10000,,,active,0,0,0,0,0,,,4,0,0,16 Hours,,,,,,NULL,NULL
19,Cinematic Environment Painting,映画環境絵画,cinematic-environment-painting,"Learn how cinematic lighting, atmosphere, and composition can transform ordinary scenes into memorable artwork. This course focuses on creating dramatic environments that capture emotion, enhance storytelling, and leave a lasting visual impression.",映画のような照明、雰囲気、構図が、普通のシーンを思い出に残るアートワークに変える方法を学びましょう。 このコースでは、感情を捉え、ストーリーテリングを強化し、永続的な視覚的印象を残す劇的な環境を作成することに焦点を当てています。,"Learn how to create cinematic environment paintings that capture emotion, atmosphere, and dramatic visual impact. Through lessons focused on lighting, composition, mood, and color, you'll discover techniques used by professional artists to design immersive scenes that support storytelling and leave a lasting impression in illustrations, games, films, and creative portfolios.",感情、雰囲気、劇的な視覚的影響をキャプチャする映画の環境の絵画を作成する方法を学びます。 照明、構図、ムード、色に焦点を当てたレッスンを通して、プロのアーティストがストーリーテリングをサポートし、イラスト、ゲーム、映画、クリエイティブポートフォリオに永続的な印象を残す没入型シーンをデザインするために使用するテクニックを発見します。,Cinematic Environment Painting | Online Art Course,"Paint cinematic environments with dramatic lighting, rich atmosphere, and compelling visual storytelling suitable for concept art, games, and digital illustration.","environment painting, cinematic art, landscape painting, digital environment, concept art",storage/photos/products/35.webp,10000,,,active,0,0,0,0,0,,,4,0,0,18 Hours,,,,,,NULL,NULL
20,Worldbuilding for Visual Stories,視覚的な物語のための世界構築,worldbuilding-visual-stories,"Build rich fictional worlds by combining landscapes, cultures, architecture, and environmental storytelling into cohesive settings. Learn creative worldbuilding techniques that help your illustrations, comics, games, and visual stories feel immersive, believable, and full of life.",風景、文化、建築、環境ストーリーテリングをまとまりのある設定に組み合わせることで、豊かな架空の世界を構築します。 あなたのイラスト、漫画、ゲーム、および視覚的な物語は、没入感、信じられない、と人生の完全な感じを助ける創造的な世界構築の技術を学びます。,"Build believable fictional worlds by combining landscapes, architecture, cultures, history, and environmental storytelling into cohesive settings. This course teaches you how to connect visual design with narrative ideas, helping you create immersive worlds that feel authentic while supporting characters, stories, games, comics, and imaginative creative projects.",風景、建築、文化、歴史、環境のストーリーテリングをまとまりのある設定に組み合わせることで、信じられない架空の世界を構築します。 このコースでは、ビジュアルデザインと物語のアイデアを結びつける方法を学び、キャラクター、ストーリー、ゲーム、コミック、想像力豊かな創造的なプロジェクトをサポートしながら、本物のように感じる没入型の世界を作成するのに役立ちます。,Worldbuilding for Visual Stories | Online Art Course,"Build immersive fictional worlds through environment design, visual storytelling, culture creation, and landscape development for animation, games, and illustrated media.","worldbuilding, environment design, fantasy worlds, visual storytelling, concept illustration",storage/photos/products/36.webp,10000,,,active,0,0,0,0,0,,,4,0,0,20 Hours,,,,,,NULL,NULL
21,Game Character Design,ゲームキャラクターデザイン,game-character-design,"Design original game characters by combining creativity with professional design principles. Learn how to develop memorable heroes, villains, and supporting characters while exploring anatomy, personality, costumes, and visual storytelling for interactive entertainment.",創造性とプロのデザイン原則を組み合わせて、オリジナルのゲームキャラクターをデザインします。 インタラクティブなエンターテイメントのための解剖学、人格、衣装、視覚的なストーリーテリングを探索しながら、思い出に残るヒーロー、悪役、,"Discover the creative process behind designing memorable game characters from initial sketches to polished concepts. You'll learn anatomy, silhouettes, costumes, personality development, and visual storytelling while creating original characters that are suitable for a wide variety of game genres and interactive entertainment experiences.",最初のスケッチから洗練された概念に記憶に残るゲームのキャラクターを設計する背後にある創造的なプロセスを発見。 さまざまなゲームジャンルやインタラクティブなエンターテイメント体験に適したオリジナルのキャラクターを作成しながら、解剖学、シルエット、衣装、人格開発、視覚的なストーリーテリングを学びます。,Game Character Design | Online Art Course,"Design engaging game characters with professional workflows covering anatomy, costumes, personality, and concept development for modern interactive entertainment.","game character design, video game art, character concept, game illustration, online course",storage/photos/products/37.webp,10000,,,active,0,0,0,0,0,,,5,0,0,14 Hours,,,,,,NULL,NULL
22,Game Environment Concept Art,ゲーム環境コンセプトアート,game-environment-concept-art,"Create immersive game environments that capture attention and support engaging gameplay. Explore concept development, composition, lighting, and environmental storytelling while designing locations suitable for fantasy, science fiction, and modern game worlds.",注目を集め、魅力的なゲームプレイをサポートする没入型ゲーム環境を作成します。 ファンタジー、sf、現代のゲームの世界に適した場所を設計しながら、コンセプトの開発、構成、照明、環境ストーリーテリングを探索します。,"Design immersive game environments that enhance exploration and storytelling while supporting engaging gameplay. This course introduces concept development, environmental composition, lighting, architecture, and mood creation through practical projects that help you build visually compelling locations for fantasy, science fiction, and modern game worlds.",魅力的なゲームプレイをサポートしながら、探索とストーリーテリングを強化する没入型ゲーム環境を設計します。 このコースでは、ファンタジー、sf、現代のゲームの世界のための視覚的に魅力的な場所を構築するのに役立つ実践的なプロジェクトを通じて、コンセプト開発、環境構成、照明、建築、気分の創造を紹介します。,Game Environment Concept Art | Online Art Course,"Create game environment concept art featuring immersive locations, landscapes, architecture, and visual storytelling for interactive digital experiences.","game environment art, level concept art, digital environments, game design, concept course",storage/photos/products/38.webp,10000,,,active,0,0,0,0,0,,,5,0,0,16 Hours,,,,,,NULL,NULL
23,"Props, Weapons & Asset Design",小道具、武器、資産デザイン,props-weapons-asset-design,"Learn how to design detailed props, weapons, equipment, and interactive assets that bring digital worlds to life. Develop practical workflows and creative problem-solving skills while producing artwork suitable for games, concept art, and entertainment projects.",デジタルの世界を生き生きとさせる詳細な小道具、武器、装備、インタラクティブな資産を設計する方法を学びます。 ゲーム、コンセプトアート、エンターテインメントプロジェクトに適したアートワークを制作しながら、実践的なワークフローと創造的な問題解決スキルを開発します。,"Learn how to design professional-quality props, weapons, equipment, and interactive assets that add depth and realism to digital worlds. Through creative exercises and production-focused workflows, you'll develop the skills needed to create detailed assets suitable for concept art, game development, and entertainment design projects.",デジタル世界に深みとリアリズムを加える、プロ品質の小道具、武器、装備、インタラクティブなアセットを設計する方法を学びます。 クリエイティブな演習と制作に焦点を当てたワークフローを通じて、コンセプトアート、ゲーム開発、エンターテイメントデザインプロジェクトに適した詳細なアセットを作成するために必要なスキルを開発します。,"Props, Weapons & Asset Design | Online Art Course","Design detailed props, weapons, equipment, and game assets while learning production-ready workflows for concept art and interactive media projects.","game props, weapon design, asset creation, game assets, digital concept art",storage/photos/products/42.webp,10000,,,active,0,0,0,0,0,,,5,0,0,12 Hours,,,,,,NULL,NULL
24,UI Art for Games & Interactive Media,ゲーム＆インタラクティブメディアのためのUIアート,ui-art-games-interactive-media,"Discover the principles of game interface design by creating icons, menus, buttons, and visual elements that improve player experiences. Learn how creativity and usability work together to build attractive, intuitive interfaces for interactive digital media.",アイコン、メニュー、ボタン、およびプレイヤーの体験を向上させる視覚的要素を作成することにより、ゲームインターフェイスデザインの原則を発見。 創造性と使いやすさがどのように連携して、インタラクティブなデジタルメディア用の魅力的で直感的なインターフェイスを構築するかを学びます。,"Discover how intuitive user interfaces improve the player experience while enhancing the visual identity of a game. This course introduces interface design principles, icons, menus, buttons, and interactive elements, helping you create attractive, functional, and user-friendly UI artwork for games and digital applications.",直感的なユーザーインターフェイスが、ゲームの視覚的アイデンティティを強化しながら、プレイヤーの体験を向上させる方法を発見します。 このコースでは、インターフェイス設計の原則、アイコン、メニュー、ボタン、およびインタラクティブな要素を紹介し、ゲームやデジタルアプリケーション用の魅力的で機能的でユーザーフレンドリーなUIアートワークを作成するのに役立ちます。,UI Art for Games & Interactive Media | Online Art Course,"Learn game UI art and interactive media design by creating intuitive interfaces, icons, menus, and visual elements that enhance player experiences.","game ui design, interface art, interactive media, ui illustration, game graphics",storage/photos/products/45.webp,10000,,,active,0,0,0,0,0,,,5,0,0,10 Hours,,,,,,NULL,NULL
25,Professional Game Art Portfolio,プロのゲームアートポートフォリオ,professional-game-art-portfolio,"Prepare for creative opportunities by building a professional game art portfolio that showcases your strongest work. Learn how to present characters, environments, assets, and concept art in a way that highlights your skills and artistic growth.",あなたの最も強い仕事を展示する専門のゲームの芸術の有価証券を造ることによって創造的な機会のために準備しなさい。 あなたのスキルと芸術的成長を強調する方法で、キャラクター、環境、資産、コンセプトアートを提示する方法を学びます。,"Prepare for creative opportunities by building a polished game art portfolio that reflects your skills, creativity, and artistic growth. Learn how to select your strongest work, present projects professionally, and organize characters, environments, concept art, and assets into a portfolio that leaves a lasting impression on clients, studios, and educational institutions.",あなたのスキル、創造性、芸術的成長を反映した洗練されたゲームアートポートフォリオを構築することにより、創造的な機会に備えてください。 あなたの最強の作品を選択し、専門的にプロジェクトを提示し、クライアント、スタジオ、教育機関に永続的な印象を残すポートフォリオに文字、環境、コンセ,Professional Game Art Portfolio | Online Art Course,"Build a professional game art portfolio showcasing characters, environments, assets, and concept artwork to prepare for careers in the gaming industry.","game art portfolio, professional game artist, portfolio course, entertainment art, digital illustration",storage/photos/products/46.webp,10000,,,active,0,0,0,0,0,,,5,0,0,24 Hours,,,,,,NULL,NULL